protocol,topology,num_replicas,set_size,payload_size,digest_bits,divergence,pattern,seed,round_cap,rounds,converged,target_union_size,total_state_bytes_sent,total_state_bytes_received,total_metadata_bytes_sent,total_metadata_bytes_received,total_encode_time_ns,total_decode_time_ns,total_elements_added
Riblt,Tree,8,10000,32,64,0.05,Uniform,3,20,5,true,13259,0,0,573056,573056,6892149211,766065831,26072
Riblt,Tree,8,10000,32,64,0.05,Uniform,4,20,5,true,13240,0,0,576992,576992,7148975960,782292296,25920
Riblt,Tree,8,10000,32,64,0.05,Uniform,5,20,5,true,13237,0,0,569488,569488,7002469961,775067481,25896
Riblt,Tree,8,10000,32,64,0.05,Uniform,6,20,5,true,13255,0,0,577136,577136,7130327762,784660266,26040
Riblt,Tree,8,10000,32,64,0.05,Uniform,7,20,5,true,13235,0,0,566800,566800,6878009914,763758797,25880
Riblt,Tree,8,10000,32,64,0.05,Uniform,8,20,5,true,13227,0,0,572400,572400,7029486732,768382995,25816
Riblt,Tree,8,10000,32,64,0.05,Uniform,9,20,5,true,13253,0,0,573632,573632,7101090691,778688264,26024
Riblt,Tree,8,10000,32,64,0.1,Uniform,0,20,5,true,16104,0,0,1075360,1075360,9275967471,1580984157,48832
Riblt,Tree,8,10000,32,64,0.1,Uniform,1,20,5,true,16153,0,0,1086208,1086208,9221567729,1608820556,49224
Riblt,Tree,8,10000,32,64,0.1,Uniform,2,20,5,true,16122,0,0,1084176,1084176,9293261989,1599698845,48976
Riblt,Tree,8,10000,32,64,0.1,Uniform,3,20,5,true,16128,0,0,1079776,1079776,8801915474,1579663263,49024
Riblt,Tree,8,10000,32,64,0.1,Uniform,4,20,5,true,16119,0,0,1078560,1078560,8814726755,1579837722,48952
Riblt,Tree,8,10000,32,64,0.1,Uniform,5,20,5,true,16107,0,0,1079488,1079488,8802802083,1577514323,48856
Riblt,Tree,8,10000,32,64,0.1,Uniform,6,20,5,true,16117,0,0,1080624,1080624,8819628790,1583621804,48936
Riblt,Tree,8,10000,32,64,0.1,Uniform,7,20,5,true,16104,0,0,1082928,1082928,8775537824,1575067048,48832
Riblt,Tree,8,10000,32,64,0.1,Uniform,8,20,5,true,16091,0,0,1074784,1074784,8796381073,1570660151,48728
Riblt,Tree,8,10000,32,64,0.1,Uniform,9,20,5,true,16115,0,0,1081088,1081088,8834330963,1581074148,48920
Riblt,Tree,8,10000,32,64,0.2,Uniform,0,20,5,true,20979,0,0,1947264,1947264,11649756120,3033541975,87832
Riblt,Tree,8,10000,32,64,0.2,Uniform,1,20,5,true,21072,0,0,1964656,1964656,11722898199,3067770418,88576
Riblt,Tree,8,10000,32,64,0.2,Uniform,2,20,5,true,21014,0,0,1953696,1953696,11677555310,3047686129,88112
Riblt,Tree,8,10000,32,64,0.2,Uniform,3,20,5,true,21046,0,0,1955408,1955408,11619242195,3052432575,88368
Riblt,Tree,8,10000,32,64,0.2,Uniform,4,20,5,true,21053,0,0,1963184,1963184,11679317718,3073212787,88424
Riblt,Tree,8,10000,32,64,0.2,Uniform,5,20,5,true,21034,0,0,1945360,1945360,11590265122,3052227904,88272
Riblt,Tree,8,10000,32,64,0.2,Uniform,6,20,5,true,20988,0,0,1963056,1963056,11636854500,3037439527,87904
Riblt,Tree,8,10000,32,64,0.2,Uniform,7,20,5,true,20971,0,0,1937296,1937296,11538484767,3037085144,87768
Riblt,Tree,8,10000,32,64,0.2,Uniform,8,20,5,true,20998,0,0,1955840,1955840,11659542321,3047126765,87984
Riblt,Tree,8,10000,32,64,0.2,Uniform,9,20,5,true,21001,0,0,1952704,1952704,11672690126,3042821266,88008
Riblt,Chord,8,10000,32,64,0.001,Uniform,0,20,2,true,10070,0,0,26864,26864,3866628442,24457783,560
Riblt,Chord,8,10000,32,64,0.001,Uniform,1,20,2,true,10070,0,0,25408,25408,3821573829,24026209,560
Riblt,Chord,8,10000,32,64,0.001,Uniform,2,20,2,true,10070,0,0,25088,25088,3791713774,24192600,560
Riblt,Chord,8,10000,32,64,0.001,Uniform,3,20,2,true,10070,0,0,27504,27504,3904794163,24738339,560
Riblt,Chord,8,10000,32,64,0.001,Uniform,4,20,2,true,10070,0,0,25424,25424,3797000851,24162546,560
Riblt,Chord,8,10000,32,64,0.001,Uniform,5,20,2,true,10070,0,0,28624,28624,3940278743,24337388,560
Riblt,Chord,8,10000,32,64,0.001,Uniform,6,20,2,true,10070,0,0,26672,26672,3851099413,24700279,560
Riblt,Chord,8,10000,32,64,0.001,Uniform,7,20,2,true,10070,0,0,24672,24672,3743351203,24042923,560
Riblt,Chord,8,10000,32,64,0.001,Uniform,8,20,2,true,10070,0,0,25264,25264,3781434648,23752852,560
Riblt,Chord,8,10000,32,64,0.001,Uniform,9,20,2,true,10070,0,0,27136,27136,3835213933,24292482,560
Riblt,Chord,8,10000,32,64,0.01,Uniform,0,20,2,true,10691,0,0,233680,233680,6672480665,273617587,5528
Riblt,Chord,8,10000,32,64,0.01,Uniform,1,20,2,true,10691,0,0,228096,228096,6648363455,272673096,5528
Riblt,Chord,8,10000,32,64,0.01,Uniform,2,20,2,true,10689,0,0,230992,230992,6652433323,271593005,5512
Riblt,Chord,8,10000,32,64,0.01,Uniform,3,20,2,true,10690,0,0,229728,229728,6653691273,272129983,5520
Riblt,Chord,8,10000,32,64,0.01,Uniform,4,20,2,true,10687,0,0,233968,233968,6665776520,272282494,5496
Riblt,Chord,8,10000,32,64,0.01,Uniform,5,20,2,true,10687,0,0,229008,229008,6641701098,270510380,5496
Riblt,Chord,8,10000,32,64,0.01,Uniform,6,20,2,true,10691,0,0,226640,226640,6635133058,272510273,5528
Riblt,Chord,8,10000,32,64,0.01,Uniform,7,20,2,true,10686,0,0,227376,227376,6627623744,269843242,5488
Riblt,Chord,8,10000,32,64,0.01,Uniform,8,20,2,true,10688,0,0,226032,226032,6629909449,271441674,5504
Riblt,Chord,8,10000,32,64,0.01,Uniform,9,20,2,true,10691,0,0,225728,225728,6598075100,272643924,5528
Riblt,Chord,8,10000,32,64,0.05,Uniform,0,20,2,true,13283,0,0,1060096,1060096,9608798060,1511897001,26264
Riblt,Chord,8,10000,32,64,0.05,Uniform,1,20,2,true,13278,0,0,1057696,1057696,9601672781,1506033443,26224
Riblt,Chord,8,10000,32,64,0.05,Uniform,2,20,2,true,13250,0,0,1064592,1064592,9592398606,1488171489,26000
Riblt,Chord,8,10000,32,64,0.05,Uniform,3,20,2,true,13259,0,0,1060528,1060528,9528701999,1491577358,26072
Riblt,Chord,8,10000,32,64,0.05,Uniform,4,20,2,true,13240,0,0,1053920,1053920,9545482025,1482538726,25920
Riblt,Chord,8,10000,32,64,0.05,Uniform,5,20,2,true,13237,0,0,1046640,1046640,9546321852,1482979293,25896
Riblt,Chord,8,10000,32,64,0.05,Uniform,6,20,2,true,13255,0,0,1066208,1066208,9564254301,1496902534,26040
Riblt,Chord,8,10000,32,64,0.05,Uniform,7,20,2,true,13235,0,0,1039472,1039472,9542202321,1476564014,25880
Riblt,Chord,8,10000,32,64,0.05,Uniform,8,20,2,true,13227,0,0,1047856,1047856,9535987590,1470111113,25816
Riblt,Chord,8,10000,32,64,0.05,Uniform,9,20,2,true,13253,0,0,1054352,1054352,9553180600,1491822698,26024
Riblt,Chord,8,10000,32,64,0.1,Uniform,0,20,2,true,16104,0,0,1988192,1988192,11713176633,2989147548,48832
Riblt,Chord,8,10000,32,64,0.1,Uniform,1,20,2,true,16153,0,0,1987168,1987168,11664660922,3004620548,49224
Riblt,Chord,8,10000,32,64,0.1,Uniform,2,20,2,true,16122,0,0,1981504,1981504,11744943421,2995173156,48976
Riblt,Chord,8,10000,32,64,0.1,Uniform,3,20,2,true,16128,0,0,1980176,1980176,11424902883,2935423850,49024
Riblt,Chord,8,10000,32,64,0.1,Uniform,4,20,2,true,16119,0,0,1984688,1984688,11584358976,2946896093,48952
Riblt,Chord,8,10000,32,64,0.1,Uniform,5,20,2,true,16107,0,0,1960208,1960208,11938419393,2953635715,48856
Riblt,Chord,8,10000,32,64,0.1,Uniform,6,20,2,true,16117,0,0,1980432,1980432,12274191195,3013436358,48936
Riblt,Chord,8,10000,32,64,0.1,Uniform,7,20,2,true,16104,0,0,1991296,1991296,11650487906,2976272547,48832
Riblt,Chord,8,10000,32,64,0.1,Uniform,8,20,2,true,16091,0,0,1971952,1971952,11614656303,2969872690,48728
Riblt,Chord,8,10000,32,64,0.1,Uniform,9,20,2,true,16115,0,0,1974816,1974816,11638712525,2981941314,48920
Riblt,Chord,8,10000,32,64,0.2,Uniform,0,20,2,true,20979,0,0,3556832,3556832,14915668258,5715999780,87832
Riblt,Chord,8,10000,32,64,0.2,Uniform,1,20,2,true,21072,0,0,3585312,3585312,14974324097,5762399916,88576
Riblt,Chord,8,10000,32,64,0.2,Uniform,2,20,2,true,21014,0,0,3565840,3565840,15093697857,5736091587,88112
Riblt,Chord,8,10000,32,64,0.2,Uniform,3,20,2,true,21046,0,0,3571088,3571088,15007037026,5743224170,88368
Riblt,Chord,8,10000,32,64,0.2,Uniform,4,20,2,true,21053,0,0,3560096,3560096,14973789069,5746089822,88424
Riblt,Chord,8,10000,32,64,0.2,Uniform,5,20,2,true,21034,0,0,3549664,3549664,14973634655,5732992874,88272
Riblt,Chord,8,10000,32,64,0.2,Uniform,6,20,2,true,20988,0,0,3562800,3562800,14926544618,5729215541,87904
Riblt,Chord,8,10000,32,64,0.2,Uniform,7,20,2,true,20971,0,0,3551744,3551744,14924125747,5709516612,87768
Riblt,Chord,8,10000,32,64,0.2,Uniform,8,20,2,true,20998,0,0,3544000,3544000,14941447109,5724037463,87984
Riblt,Chord,8,10000,32,64,0.2,Uniform,9,20,2,true,21001,0,0,3558512,3558512,14993954187,5714511511,88008
